species_id,recorded_species_name,species_name,taxon,reporting_name,phylum,class_,order,family,genus,common_name,range,frequency,abundance,max_length,common_family_name,common_class_name,common_phylum_name,superseded_ids,superseded_names,geom,mapped_id,mapped_superseded_ids
5262,Tectus virgatus,Tectus virgatus,Tectus virgatus,Tectus virgatus,Mollusca,Gastropoda,,Tegulidae,Tectus,Flamed trochus,1134.3756,3.5,1.2,8,,Sea snails and slugs,Molluscs,,,POINT (0 0),6345,
5263,Thelenota anax,Thelenota anax,Thelenota anax,Thelenota anax,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Thelenota,Amber fish,1376.2032,2.1572,1.4,60,,Sea cucumbers,Echinoderms,,,POINT (0 0),6346,
5264,Trapezia flavopunctata,Trapezia flavopunctata,Trapezia flavopunctata,Trapezia flavopunctata,Arthropoda,Malacostraca,Decapoda,Trapeziidae,Trapezia,,53.0556,23.5294,1.5,,,Higher crustaceans,Arthropods,,,POINT (0 0),6347,
5265,Urogymnus asperrimus,Urogymnus asperrimus,Urogymnus asperrimus,Urogymnus asperrimus,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Urogymnus,Porcupine ray,1760.1986,1.0733,1,160,Stingrays,Cartilaginous fishes,Chordates,,,POINT (0 0),6348,
5266,Vasum turbinellus,Vasum turbinellus,Vasum turbinellus,Vasum turbinellus,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Vasum,Common pacific vase snail,2989.515,5.3701,1.1895,8,,Sea snails and slugs,Molluscs,2820,Vasum turbinellum,POINT (0 0),6349,3639
5268,Oxymeris felina,Oxymeris felina,Oxymeris felina,Oxymeris felina,Mollusca,Gastropoda,Neogastropoda,Terebridae,Oxymeris,,1675.6018,5.3571,1,,,Sea snails and slugs,Molluscs,5269,Terebra felina,POINT (0 0),6351,6352
5270,Chromodoris willani,Chromodoris willani,Chromodoris willani,Chromodoris willani,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Chromodoris,,1078.6729,1.2594,1.3333,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6353,
5273,Coralliophila radula,Coralliophila radula,Coralliophila radula,Coralliophila radula,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,,1809.8773,0.6981,1.2,,,Sea snails and slugs,Molluscs,5274,Coralliophila pyriformis,POINT (0 0),6356,6357
5275,Dipterygonotus balteatus,Dipterygonotus balteatus,Dipterygonotus balteatus,Dipterygonotus balteatus,Chordata,Actinopterygii,Perciformes,Caesionidae,Dipterygonotus,Mottled fusilier,10,100,221.5,14,Fusiliers,Ray-finned fishes,Chordates,,,POINT (0 0),6358,
5277,Enneapterygius pallidoserialis,Enneapterygius pallidoserialis,Enneapterygius pallidoserialis,Enneapterygius pallidoserialis,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneapterygius,,10,33.3333,1,,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),6360,
5278,Dicentrarchus labrax,Dicentrarchus labrax,Dicentrarchus labrax,Dicentrarchus labrax,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,European seabass,667.5632,8.8737,4.6571,103,temperate basses,Ray-finned fishes,Chordates,,,POINT (0 0),6361,
5280,Gymnocranius audleyi,Gymnocranius audleyi,Gymnocranius audleyi,Gymnocranius audleyi,Chordata,Actinopterygii,Perciformes,Lethrinidae,Gymnocranius,Collared large-eye bream,375.4609,6.2893,7.6667,40,Emperors,Ray-finned fishes,Chordates,,,POINT (0 0),6363,
5281,Goniobranchus albonares,Goniobranchus albonares,Goniobranchus albonares,Goniobranchus albonares,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,,10,50,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6364,
5284,Pseudanthias ?cooperi,Pseudanthias ?cooperi,Pseudanthias spp.,Pseudanthias spp.,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,,,,,,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),6371,
5285,Cirrhilabrus ?scottorum,Cirrhilabrus ?scottorum,Cirrhilabrus spp.,Cirrhilabrus spp.,Chordata,Actinopterygii,Perciformes,Labridae,Cirrhilabrus,,,,,,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),6373,
5286,Dardanus guttatus,Dardanus guttatus,Dardanus guttatus,Dardanus guttatus,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Hermit crab,2779.519,2.3615,1.3333,8,,Higher crustaceans,Arthropods,,,POINT (0 0),6374,
5288,Pomacentrus ?australis,Pomacentrus ?australis,Pomacentrus spp.,Pomacentrus spp.,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,,,,,,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6376,
5289,Clibanarius seurati,Clibanarius seurati,Clibanarius seurati,Clibanarius seurati,Arthropoda,Malacostraca,Decapoda,Diogenidae,Clibanarius,,773.4639,3.8938,2.0323,,,Higher crustaceans,Arthropods,,,POINT (0 0),6378,
5291,Genicanthus lamarck,Genicanthus lamarck,Genicanthus lamarck,Genicanthus lamarck,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Genicanthus,Blackstriped angelfish,698.5456,6.3559,3.96,25,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6383,
5292,Gobiodon rivulatus,Gobiodon rivulatus,Gobiodon rivulatus,Gobiodon rivulatus,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiodon,Rippled coralgoby,2887.4475,3.2051,3.375,5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6384,
5293,Diplogrammus goramensis,Diplogrammus goramensis,Diplogrammus goramensis,Diplogrammus goramensis,Chordata,Actinopterygii,Perciformes,Callionymidae,Diplogrammus,Goram dragonet,2290.3862,3.6913,2.6786,10,Dragonets,Ray-finned fishes,Chordates,,,POINT (0 0),6385,
5294,Chrysiptera hemicyanea,Chrysiptera hemicyanea,Chrysiptera hemicyanea,Chrysiptera hemicyanea,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chrysiptera,Azure demoiselle,915.6177,19.6296,27.3795,7,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6386,
5295,Pentapodus emeryii,Pentapodus emeryii,Pentapodus emeryii,Pentapodus emeryii,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,Blue whiptail,993.3211,11.7021,2.1373,30,Threadfin breams,Ray-finned fishes,Chordates,,,POINT (0 0),6387,
5296,Ecsenius lividanalis,Ecsenius lividanalis,Ecsenius lividanalis,Ecsenius lividanalis,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Blackass combtooth blenny,944.2155,10.3516,2.6236,5,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),6388,
5297,Eviota spilota,Eviota spilota,Eviota spilota,Eviota spilota,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,Shoulderspot eviota,922.3602,0.9091,2.6667,2.1,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6389,
5298,Ostorhinchus sealei,Ostorhinchus sealei,Ostorhinchus sealei,Ostorhinchus sealei,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,,578.1815,7.6271,106.8947,10,Cardinalfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6390,
5299,Plectropomus oligacanthus,Plectropomus oligacanthus,Plectropomus oligacanthus,Plectropomus oligacanthus,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus,Highfin coral grouper,1831.2178,4.0921,1.12,75,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),6391,
5300,Ecsenius schroederi,Ecsenius schroederi,Ecsenius schroederi,Ecsenius schroederi,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Schroeders combtooth blenny,1114.1549,14.5497,3.2632,7,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),6392,
5301,Ctenogobiops tangaroai,Ctenogobiops tangaroai,Ctenogobiops tangaroai,Ctenogobiops tangaroai,Chordata,Actinopterygii,Perciformes,Gobiidae,Ctenogobiops,Tangaroa shrimpgoby,2293.0142,2.1248,1.35,6,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6393,
5302,Gobiodon spilophthalmus,Gobiodon spilophthalmus,Gobiodon spilophthalmus,Gobiodon spilophthalmus,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiodon,Whitelined coralgoby,1187.7124,3.3025,6.1023,3.6,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6394,
5303,Pseudochromis cyanotaenia,Pseudochromis cyanotaenia,Pseudochromis cyanotaenia,Pseudochromis cyanotaenia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Pseudochromis,Yellowhead dottyback,1487.837,1.8868,1.95,6,Dottybacks,Ray-finned fishes,Chordates,,,POINT (0 0),6395,
5304,Lotilia graciliosa,Lotilia graciliosa,Lotilia graciliosa,Lotilia graciliosa,Chordata,Actinopterygii,Perciformes,Gobiidae,Lotilia,Whitecap shrimpgoby,7042.126,0.6944,1.5,5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6396,
5305,Ctenogobiops mitodes,Ctenogobiops mitodes,Ctenogobiops mitodes,Ctenogobiops mitodes,Chordata,Actinopterygii,Perciformes,Gobiidae,Ctenogobiops,Thread shrimpgoby,1897.4373,11.4783,3.5075,5.5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6397,
5306,Nembrotha kubaryana,Nembrotha kubaryana,Nembrotha kubaryana,Nembrotha kubaryana,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Nembrotha,Kubaryana nudibranch,1686.9359,2.9323,1.25,12,,Sea snails and slugs,Molluscs,,,POINT (0 0),6398,
5307,Nautilus pompilius,Nautilus pompilius,Nautilus pompilius,Nautilus pompilius,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,Emperor nautilus,10,100,1,24,,Cephalopods,Molluscs,,,POINT (0 0),6399,
5309,Hemiramphus far,Hemiramphus far,Hemiramphus far,Hemiramphus far,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,Blackbarred garfish,596.4719,1.6,5.5,45,halfbeaks,Ray-finned fishes,Chordates,,,POINT (0 0),6401,
5312,Pristicon rhodopterus,Pristicon rhodopterus,Pristicon rhodopterus,Pristicon rhodopterus,Chordata,Actinopterygii,Perciformes,Apogonidae,Pristicon,Redfin cardinalfish,1030.874,2.3904,1.5,15,Cardinalfishes,Ray-finned fishes,Chordates,5313,Apogon rhodopterus,POINT (0 0),6404,6405
5314,Cirrhilabrus randalli,Cirrhilabrus randalli,Cirrhilabrus randalli,Cirrhilabrus randalli,Chordata,Actinopterygii,Perciformes,Labridae,Cirrhilabrus,Randalls wrasse,367.6942,32.8671,25.2143,9,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),6406,
5315,Fromia hemiopla,Fromia hemiopla,Fromia hemiopla,Fromia hemiopla,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Fromia,,745.5653,3.8519,1.5122,7,,Sea stars,Echinoderms,,,POINT (0 0),6407,
5316,Eviota punctulata,Eviota punctulata,Eviota punctulata,Eviota punctulata,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,Finespot eviota,2465.5808,1.4157,1.3846,2.5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6408,
5317,Choerodon monostigma,Choerodon monostigma,Choerodon monostigma,Choerodon monostigma,Chordata,Actinopterygii,Perciformes,Labridae,Choerodon,Dark-spot tuskfish,1667.6135,3.4483,2.4643,50,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),6410,
5318,Elysia atroviridis,Elysia atroviridis,Elysia atroviridis,Elysia atroviridis,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,,10,100,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6411,
5319,Comatella stelligera?,Comatella stelligera?,Comatella spp.,Comatella spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comatella,,,,,,,Featherstars,Echinoderms,,,POINT (0 0),6413,
5320,Colobometra perspinosa?,Colobometra perspinosa?,Colobometra spp.,Colobometra spp.,Echinodermata,Crinoidea,Comatulida,Colobometridae,Colobometra,,,,,,,Featherstars,Echinoderms,,,POINT (0 0),6415,
5321,Gobiodon ?histrio,Gobiodon ?histrio,Gobiodon spp.,Gobiodon spp.,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiodon,,,,,,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6416,
5323,Eviota afelei,Eviota afelei,Eviota afelei,Eviota afelei,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,Afeles eviota,262.8007,1.8692,2,2.5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6424,
5324,Pterochelus triformis,Pterochelus triformis,Pterochelus triformis,Pterochelus triformis,Mollusca,Gastropoda,Neogastropoda,Muricidae,Pterochelus,Murex shell,10,50,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6425,
5326,Hoplolatilus starcki,Hoplolatilus starcki,Hoplolatilus starcki,Hoplolatilus starcki,Chordata,Actinopterygii,Perciformes,Malacanthidae,Hoplolatilus,Bluehead tilefish,1360.8827,0.8902,2.6,15,Tilefishes,Ray-finned fishes,Chordates,,,POINT (0 0),6427,
5327,Scorpaenopsis ?ramaraoi,Scorpaenopsis ?ramaraoi,Scorpaenopsis spp.,Scorpaenopsis spp.,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Scorpaenopsis,,,,,,Scorpionfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6428,
5328,Pteria lata,Pteria lata,Pteria lata,Pteria lata,Mollusca,Bivalvia,Pterioida,Pteriidae,Pteria,,484.0841,11.9565,5.5238,14.5,,Bivalves,Molluscs,,,POINT (0 0),6429,
5329,Comanthus ?parvicirrus,Comanthus ?parvicirrus,Comanthus spp.,Comanthus spp.,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,,,,,,,Featherstars,Echinoderms,,,POINT (0 0),6430,
5330,Corythoichthys ocellatus,Corythoichthys ocellatus,Corythoichthys ocellatus,Corythoichthys ocellatus,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Corythoichthys,Ocellate pipefish,1504.8667,0.7072,1.75,11,Seahorses and pipefishes,Ray-finned fishes,Chordates,,,POINT (0 0),6431,
5331,Ostorhinchus rubrimacula,Ostorhinchus rubrimacula,Ostorhinchus rubrimacula,Ostorhinchus rubrimacula,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,,123.5665,9.0909,7.6,5.5,Cardinalfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6432,
5332,Salarias guttatus,Salarias guttatus,Salarias guttatus,Salarias guttatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Salarias,Breastspot blenny,1413.8904,1.968,2.28,10,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),6433,
5333,Ctenogobiops aurocingulus,Ctenogobiops aurocingulus,Ctenogobiops aurocingulus,Ctenogobiops aurocingulus,Chordata,Actinopterygii,Perciformes,Gobiidae,Ctenogobiops,Goldstreaked shrimpgoby,1932.7758,2.1552,1.6667,8.5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6434,
5334,Plotosus canius,Plotosus canius,Plotosus canius,Plotosus canius,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus,Eel catfish,10,50,1,26,Eeltail catfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6435,
5335,Arothron caeruleopunctatus,Arothron caeruleopunctatus,Arothron caeruleopunctatus,Arothron caeruleopunctatus,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,Bluespotted puffer,1055.8733,2.0576,7,80,Pufferfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6436,
5336,Istigobius ornatus,Istigobius ornatus,Istigobius ornatus,Istigobius ornatus,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius,Ornate sandgoby,1575.4415,0.5865,2,11,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6437,
5337,Ostorhinchus cladophilos,Ostorhinchus cladophilos,Ostorhinchus cladophilos,Ostorhinchus cladophilos,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,,10,50,2,6,Cardinalfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6438,
5338,Fusigobius aureus,Fusigobius aureus,Fusigobius aureus,Fusigobius aureus,Chordata,Actinopterygii,Perciformes,Gobiidae,Fusigobius,Golden sandgoby,1530.037,2.0833,1.5,4,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6439,
5339,Phyllogobius platycephalops,Phyllogobius platycephalops,Phyllogobius platycephalops,Phyllogobius platycephalops,Chordata,Actinopterygii,Perciformes,Gobiidae,Phyllogobius,Flathead spongegoby,1352.6982,1.4556,2.4286,5.5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6440,
5340,Oplopomus atherinoides?,Oplopomus atherinoides?,Oplopomus spp.,Oplopomus spp.,Chordata,Actinopterygii,Perciformes,Gobiidae,Oplopomus,,,,,,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6441,
5341,Nectamia luxuria,Nectamia luxuria,Nectamia luxuria,Nectamia luxuria,Chordata,Actinopterygii,Perciformes,Apogonidae,Nectamia,,2542.8887,1.6495,1.875,8.5,Cardinalfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6442,
5342,Nectamia ?luxuria,Nectamia ?luxuria,Nectamia spp.,Nectamia spp.,Chordata,Actinopterygii,Perciformes,Apogonidae,Nectamia,,,,,,Cardinalfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6443,
5343,Muricopsis cristata,Muricopsis cristata,Muricopsis cristata,Muricopsis cristata,Mollusca,Gastropoda,Neogastropoda,Muricidae,Muricopsis,,10,33.3333,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6445,
5344,Pseudanthias ?tuka,Pseudanthias ?tuka,Pseudanthias spp.,Pseudanthias spp.,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,,,,,,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),6446,
5345,Cirripectes ?variolosus,Cirripectes ?variolosus,Cirripectes spp.,Cirripectes spp.,Chordata,Actinopterygii,Perciformes,Blenniidae,Cirripectes,,,,,,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),6451,
5346,Aipysurus duboisii,Aipysurus duboisii,Aipysurus duboisii,Aipysurus duboisii,Chordata,Reptilia,Squamata,Elapidae,Aipysurus,Reef shallows seasnake,1901.4833,3.2659,1.1034,140,,Reptiles,Chordates,,,POINT (0 0),6452,
5347,Pseudochromis ?andamanensis,Pseudochromis ?andamanensis,Pseudochromis spp.,Pseudochromis spp.,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Pseudochromis,,,,,,Dottybacks,Ray-finned fishes,Chordates,,,POINT (0 0),6453,
5348,Eviota ?punctulata,Eviota ?punctulata,Eviota spp.,Eviota spp.,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,,,,,,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6454,
5350,Scorpaena papillosa [cf],Scorpaena papillosa [cf],Scorpaena papillosa [cf],Scorpaena spp.,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Scorpaena,,10,100,1,30,Scorpionfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6458,
5351,Callionymus goodladi,Callionymus goodladi,Callionymus goodladi,Callionymus goodladi,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,,10,100,1,22,Dragonets,Ray-finned fishes,Chordates,,,POINT (0 0),6459,
5352,Parablennius serratolineatus,Parablennius serratolineatus,Parablennius serratolineatus,Parablennius serratolineatus,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,,10,81.25,16.8404,12.5,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),6460,
5353,Monoplex parthenopeus,Monoplex parthenopeus,Monoplex parthenopeus,Monoplex parthenopeus,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Monoplex,Giant hairy triton,2723.3723,4.7234,1.2059,,,Sea snails and slugs,Molluscs,264,Cymatium parthenopeum,POINT (0 0),6461,262
5354,Lysmata amboinensis,Lysmata amboinensis,Lysmata amboinensis,Lysmata amboinensis,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,,10,33.3333,1,5,,Higher crustaceans,Arthropods,,,POINT (0 0),6462,
5355,Eviota readerae,Eviota readerae,Eviota readerae,Eviota readerae,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,Sallys eviota,96.9583,38.0952,6.1806,2,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),6463,
5356,Pherallodus indicus,Pherallodus indicus,Pherallodus indicus,Pherallodus indicus,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Pherallodus,,10,7.6923,1.3333,3.5,Clingfishes,Ray-finned fishes,Chordates,,,POINT (0 0),6464,
5357,Norfolkia squamiceps,Norfolkia squamiceps,Norfolkia squamiceps,Norfolkia squamiceps,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Norfolkia,Scalyhead threefin,423.2305,6.5934,1.8571,5,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),6465,
5359,Turbo militaris,Turbo militaris,Turbo militaris,Turbo militaris,Mollusca,Gastropoda,,Turbinidae,Turbo,,183.7352,27.1277,5.2151,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6467,
5360,Goniobranchus decorus,Goniobranchus decorus,Goniobranchus decorus,Goniobranchus decorus,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,,1099.533,0.7072,1.2,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6468,
5361,Dermatobranchus primus,Dermatobranchus primus,Dermatobranchus primus,Dermatobranchus primus,Mollusca,Gastropoda,Nudibranchia,Arminidae,Dermatobranchus,,10,33.3333,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6469,
5364,Aquilonastra scobinata,Aquilonastra scobinata,Aquilonastra scobinata,Aquilonastra scobinata,Echinodermata,Asteroidea,Valvatida,Asterinidae,Aquilonastra,,10,50,2,,,Sea stars,Echinoderms,,,POINT (0 0),6474,
5365,Cadlina tasmanica,Cadlina tasmanica,Cadlina tasmanica,Cadlina tasmanica,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,,10,50,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6475,
5366,Zalophus californianus,Zalophus californianus,Zalophus californianus,Zalophus californianus,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Californian sea lion,928.8189,15.5172,2.6364,,,Mammals,Chordates,,,POINT (0 0),6476,
5367,Hermosilla azurea,Hermosilla azurea,Hermosilla azurea,Hermosilla azurea,Chordata,Actinopterygii,Perciformes,Kyphosidae,Hermosilla,Perch,123.8639,50,2.5,45,Drummers,Ray-finned fishes,Chordates,,,POINT (0 0),6477,
5368,Haliotis fulgens,Haliotis fulgens,Haliotis fulgens,Haliotis fulgens,Mollusca,Gastropoda,,Haliotidae,Haliotis,,10,66.6667,15.6,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6478,
5369,Gibbonsia montereyensis,Gibbonsia montereyensis,Gibbonsia montereyensis,Gibbonsia montereyensis,Chordata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,,118.6846,42.8571,1.5,11,kelp blennies,Ray-finned fishes,Chordates,,,POINT (0 0),6479,
5370,Paralabrax nebulifer,Paralabrax nebulifer,Paralabrax nebulifer,Paralabrax nebulifer,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Barred sand bass,109.4385,60,5,67,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),6480,
5371,Apostichopus parvimensis,Apostichopus parvimensis,Apostichopus parvimensis,Apostichopus parvimensis,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus,Warty sea cucumber,189.2548,69.5652,691.8438,,,Sea cucumbers,Echinoderms,,,POINT (0 0),6481,
5372,Haliotis corrugata,Haliotis corrugata,Haliotis corrugata,Haliotis corrugata,Mollusca,Gastropoda,,Haliotidae,Haliotis,,124.6005,40,1.3333,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6482,
5373,Calliostoma annulatum,Calliostoma annulatum,Calliostoma annulatum,Calliostoma annulatum,Mollusca,Gastropoda,,Calliostomatidae,Calliostoma,,10,100,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6483,
5374,Trachurus symmetricus,Trachurus symmetricus,Trachurus symmetricus,Trachurus symmetricus,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,Pacific jack mackerel,10,100,12,81,Trevallies,Ray-finned fishes,Chordates,,,POINT (0 0),6484,
5375,Sebastes rosaceus,Sebastes rosaceus,Sebastes rosaceus,Sebastes rosaceus,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,,10,100,3,36,,Ray-finned fishes,Chordates,,,POINT (0 0),6485,
5376,Rathbunella alleni,Rathbunella alleni,Rathbunella alleni,Rathbunella alleni,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Rathbunella,,10,100,1,15,ronquils,Ray-finned fishes,Chordates,,,POINT (0 0),6486,
5377,Pseudopleuronectes americanus,Pseudopleuronectes americanus,Pseudopleuronectes americanus,Pseudopleuronectes americanus,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Winter flounder,541.4971,72,2.8649,64,righteye flounders,Ray-finned fishes,Chordates,,,POINT (0 0),6487,
5378,Leucoraja ocellata,Leucoraja ocellata,Leucoraja ocellata,Leucoraja ocellata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,Winter skate,10,100,1,110,skates,Cartilaginous fishes,Chordates,,,POINT (0 0),6488,
5379,Pagurus longicarpus,Pagurus longicarpus,Pagurus longicarpus,Pagurus longicarpus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,23.7565,100,144.25,,,Higher crustaceans,Arthropods,,,POINT (0 0),6489,
5380,Echinarachnius parma,Echinarachnius parma,Echinarachnius parma,Echinarachnius parma,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,,740.0098,28.5714,23,,,Sea urchins,Echinoderms,,,POINT (0 0),6490,
5382,Dendronotus robustus,Dendronotus robustus,Dendronotus robustus,Dendronotus robustus,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,,10,100,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6492,
5383,Haliotis kamtschatkana assimilis,Haliotis kamtschatkana assimilis,Haliotis kamtschatkana assimilis,Haliotis kamtschatkana assimilis,Mollusca,Gastropoda,,Haliotidae,Haliotis,,10,50,1,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6493,
5384,Mitra idae,Mitra idae,Mitra idae,Mitra idae,Mollusca,Gastropoda,Neogastropoda,Mitridae,Mitra,,10,66.6667,1.5,,,Sea snails and slugs,Molluscs,,,POINT (0 0),6494,
5385,Girella simplicidens,Girella simplicidens,Girella simplicidens,Girella simplicidens,Chordata,Actinopterygii,Perciformes,Kyphosidae,Girella,Gulf opal eye,10.7668,100,21.129,46,Drummers,Ray-finned fishes,Chordates,,,POINT (0 0),6495,
5386,Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Spotted sand bass,285.2157,20,5.2,60,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),6496,
