species_id,recorded_species_name,species_name,taxon,reporting_name,phylum,class_,order,family,genus,common_name,range,frequency,abundance,max_length,common_family_name,common_class_name,common_phylum_name,superseded_ids,superseded_names,geom,mapped_id,mapped_superseded_ids
1134,Sargocentron diadema,Sargocentron diadema,Sargocentron diadema,Sargocentron diadema,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,Crown squirrelfish,4757.583,9.4307,3.5521,17,Squirrelfishes and soldierfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1781,
1135,Sargocentron rubrum,Sargocentron rubrum,Sargocentron rubrum,Sargocentron rubrum,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,Redcoat squirrelfish,2424.8381,13.1543,5.1227,32,Squirrelfishes and soldierfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1782,
1136,Sassia verrucosa,Sassia verrucosa,Sassia verrucosa,Sassia verrucosa,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Sassia,Verrucose triton,364.8152,5.3425,4.5152,2.5,,Sea snails and slugs,Molluscs,,,POINT (0 0),1783,
1137,Saurida gracilis,Saurida gracilis,Saurida gracilis,Saurida gracilis,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Saurida,Slender saury,7413.0254,1.372,1.45,32,Lizardfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1784,
1138,Scarus dimidiatus,Scarus dimidiatus,Scarus dimidiatus,Scarus dimidiatus,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Blue-bridled parrotfish,2451.7454,14.4256,3.8055,40,parrotfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1785,
1139,Scarus frenatus,Scarus frenatus,Scarus frenatus,Scarus frenatus,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Bridled parrotfish,3150.7354,30.7863,3.2323,47,parrotfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1786,
1140,Scarus longipinnis,Scarus longipinnis,Scarus longipinnis,Scarus longipinnis,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,High-fin parrotfish,1367.1085,16.5422,3.4463,40,parrotfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1787,
1142,Scarus rivulatus,Scarus rivulatus,Scarus rivulatus,Scarus rivulatus,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Surf parrotfish,1802.0425,28.0782,12.013,40,parrotfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1789,
1145,Scolopsis bilineata,Scolopsis bilineata,Scolopsis bilineata,Scolopsis bilineata,Chordata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,Monacle bream,2354.758,38.0514,4.3235,23,Threadfin breams,Ray-finned fishes,Chordates,3114,Scolopsis bilineatus,POINT (0 0),1793,3933
1147,Scorpaena cookii,Scorpaena cookii,Scorpaena cookii,Scorpaena cookii,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Cooks scorpionfish,925.1513,5.5556,1.3226,26,Scorpionfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1795,
1148,Scorpaena sumptuosa,Scorpaena sumptuosa,Scorpaena sumptuosa,Scorpaena sumptuosa,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Western red rock cod,151.5166,13.986,1.4688,40,Scorpionfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1796,
1153,Siganus lineatus,Siganus lineatus,Siganus lineatus,Siganus lineatus,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Lined rabbitfish,1472.9827,10.3765,5.5833,43,Rabbitfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1801,
1155,Siganus punctatus,Siganus punctatus,Siganus punctatus,Siganus punctatus,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Gold-spotted rabbitfish,1954.1637,11.2903,2.6099,40,Rabbitfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1803,
1156,Siganus spinus,Siganus spinus,Siganus spinus,Siganus spinus,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Scribbled rabbitfish,2749.2505,2.6061,3.4286,28,Rabbitfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1804,
1157,Siganus virgatus,Siganus virgatus,Siganus virgatus,Siganus virgatus,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Double-barred rabbitfish,1259.0521,20.6591,5.3476,30,Rabbitfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1805,
1160,Sillago maculata,Sillago maculata,Sillago maculata,Sillago maculata,Chordata,Actinopterygii,Perciformes,Sillaginidae,Sillago,Trumpter whiting,10,100,1,,whitings,Ray-finned fishes,Chordates,,,POINT (0 0),1808,
1162,Spratelloides robustus,Spratelloides robustus,Spratelloides robustus,Spratelloides robustus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides,Blue sprat,747.5939,1.9002,1147.4762,12,herrings,Ray-finned fishes,Chordates,,,POINT (0 0),1810,
1163,Stegastes apicalis,Stegastes apicalis,Stegastes apicalis,Stegastes apicalis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Yellow-tip gregory,717.2601,13.3031,8.9197,15,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1811,
1164,Stegastes fasciolatus,Stegastes fasciolatus,Stegastes fasciolatus,Stegastes fasciolatus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Pacific gregory,3013.43,30.6204,14.5035,15,Damselfishes,Ray-finned fishes,Chordates,4750,Pomacentrus vanderbilti,POINT (0 0),1812,5637
1166,Stethojulis bandanensis,Stethojulis bandanensis,Stethojulis bandanensis,Stethojulis bandanensis,Chordata,Actinopterygii,Perciformes,Labridae,Stethojulis,Red-spot wrasse,3739.0063,30.0951,3.8943,15,Wrasses,Ray-finned fishes,Chordates,486,Stethojulius bandanensis,POINT (0 0),1814,924
1167,Thuridilla albopustulosa,Thuridilla albopustulosa,Thuridilla albopustulosa,Thuridilla albopustulosa,Mollusca,Gastropoda,Sacoglossa,Elysiidae,Thuridilla,Nudibranch,10,100,2,2.5,,Sea snails and slugs,Molluscs,,,POINT (0 0),1815,
1170,Symphorus nematophorus,Symphorus nematophorus,Symphorus nematophorus,Symphorus nematophorus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Symphorus,Chinaman snapper,1638.7169,6.5153,2.8158,100,Tropical snappers,Ray-finned fishes,Chordates,,,POINT (0 0),1818,
1171,Synodus dermatogenys,Synodus dermatogenys,Synodus dermatogenys,Synodus dermatogenys,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,Two-spot lizardfish,3536.0493,7.3574,1.4393,24,Lizardfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1819,
1175,Terapon jarbua,Terapon jarbua,Terapon jarbua,Terapon jarbua,Chordata,Actinopterygii,Perciformes,Terapontidae,Terapon,Crescent perch,10,50,2.5,36,grunters or tigerperches,Ray-finned fishes,Chordates,,,POINT (0 0),1823,
1176,Tetrosomus concatenatus,Tetrosomus concatenatus,Tetrosomus concatenatus,Tetrosomus concatenatus,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Tetrosomus,Turretfish,10,66.6667,1,,Boxfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1824,
1177,Thais echinata,Thais echinata,Thais echinata,Thais echinata,Mollusca,Gastropoda,Neogastropoda,Muricidae,Thais,Whelk,2331.4731,0.6246,1.3333,4.5,,Sea snails and slugs,Molluscs,,,POINT (0 0),1825,
1180,Thalassoma purpureum,Thalassoma purpureum,Thalassoma purpureum,Thalassoma purpureum,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Surge wrasse,4127.0723,5.2231,2.287,46,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),1828,
1181,Thamnaconus analis,Thamnaconus analis,Thamnaconus analis,Thamnaconus analis,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Thamnaconus,Darkvent leatherjacket,1533.4777,8.4942,1.6078,19.3,Leatherjackets,Ray-finned fishes,Chordates,,,POINT (0 0),1829,
1186,Trachypoma macracanthus,Trachypoma macracanthus,Trachypoma macracanthus,Trachypoma macracanthus,Chordata,Actinopterygii,Perciformes,Serranidae,Trachypoma,Strawberry cod,957.808,21.0309,1.6681,22,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),1834,
1187,Triaenodon obesus,Triaenodon obesus,Triaenodon obesus,Triaenodon obesus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,White-tip reef shark,5691.9497,21.2259,1.3993,213,Whaler sharks,Cartilaginous fishes,Chordates,,,POINT (0 0),1835,
1188,Trinorfolkia cristata,Trinorfolkia cristata,Trinorfolkia cristata,Trinorfolkia cristata,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Trinorfolkia,Crested threefin,146.292,26.3566,2.0725,5.2,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),1836,
1189,Trygonoptera mucosa,Trygonoptera mucosa,Trygonoptera mucosa,Trygonoptera mucosa,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Trygonoptera,Western stingaree,1061.3809,0.8511,1,37,round stingrays,Cartilaginous fishes,Chordates,,,POINT (0 0),1837,
1190,Trygonoptera personata,Trygonoptera personata,Trygonoptera personata,Trygonoptera personata,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Trygonoptera,Masked stingaree,88.7011,4.4118,1,47,round stingrays,Cartilaginous fishes,Chordates,,,POINT (0 0),1838,
1191,Turbo cepoides,Turbo cepoides,Turbo cepoides,Turbo cepoides,Mollusca,Gastropoda,Vetigastropoda,Turbinidae,Turbo,Turban shell,346.4355,20.1278,3.086,10,,Sea snails and slugs,Molluscs,,,POINT (0 0),1841,
1193,Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,Bottlenose dolphin,1253.509,1.6071,3.9444,380,,Mammals,Chordates,,,POINT (0 0),1843,
1194,Tylosurus crocodilus,Tylosurus crocodilus,Tylosurus crocodilus,Tylosurus crocodilus,Chordata,Actinopterygii,Beloniformes,Belonidae,Tylosurus,Crocodile longtom,3183.0645,1.6643,3.2609,150,Needlefishes,Ray-finned fishes,Chordates,,,POINT (0 0),1844,
1196,Upeneus tragula,Upeneus tragula,Upeneus tragula,Upeneus tragula,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,Bartail/freckled goatfish,2743.27,3.3333,2.5957,30,Goatfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1846,
1197,Urolophus orarius,Urolophus orarius,Urolophus orarius,Urolophus orarius,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Urolophus,Coastal stingaree,10,100,1,31,round stingrays,Cartilaginous fishes,Chordates,,,POINT (0 0),1847,
1198,Valenciennea longipinnis,Valenciennea longipinnis,Valenciennea longipinnis,Valenciennea longipinnis,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Teardrop sleeper goby,1472.7197,3.8701,5.0115,18,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),1849,
1199,Valenciennea puellaris,Valenciennea puellaris,Valenciennea puellaris,Valenciennea puellaris,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Orange-spotted sleeper goby,2574.6323,2.4815,3.7089,20,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),1850,
1200,Variola louti,Variola louti,Variola louti,Variola louti,Chordata,Actinopterygii,Perciformes,Serranidae,Variola,Lyre-tail cod,3784.163,7.5206,1.2389,83,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),1851,
1203,Zebrasoma scopas,Zebrasoma scopas,Zebrasoma scopas,Zebrasoma scopas,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Scopas surgeon,3922.5886,50.1385,8.8908,40,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1854,
1204,Zebrasoma velifer,Zebrasoma velifer,Zebrasoma velifer,Zebrasoma velifer,Chordata,Actinopterygii,Perciformes,Acanthuridae,Zebrasoma,Sailfin surgeon,2880.3574,37.4023,2.4864,40,Surgeonfishes,Ray-finned fishes,Chordates,5702,Zebrasoma veliferum,POINT (0 0),1855,6889
1205,Zeus faber,Zeus faber,Zeus faber,Zeus faber,Chordata,Actinopterygii,Zeiformes,Zeidae,Zeus,John dory,41.2054,27.2727,1,90,dories,Ray-finned fishes,Chordates,,,POINT (0 0),1856,
1209,Unidentified whelk,Unidentified whelk,Gastropoda spp.,Gastropoda spp.,Mollusca,Gastropoda,,,,Unidentified whelk,,,,,,Sea snails and slugs,Molluscs,,,POINT (0 0),1861,
1210,Centropogon australis,Centropogon australis,Centropogon australis,Centropogon australis,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Centropogon,Eastern fortescue,270.8962,8.2126,8.1333,15,Scorpionfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1862,
1212,Stellaster inspinosus,Stellaster inspinosus,Stellaster inspinosus,Stellaster inspinosus,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Stellaster,Apricot biscuit star,10,100,1.3333,14,,Sea stars,Echinoderms,,,POINT (0 0),1864,
1214,Hoplodoris grandiflora,Hoplodoris grandiflora,Hoplodoris grandiflora,Hoplodoris grandiflora,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Hoplodoris,Large-gilled hoplodoris,1692.9509,0.8316,1,5.5,,Sea snails and slugs,Molluscs,,,POINT (0 0),1866,
1215,Goniodiscaster seriatus,Goniodiscaster seriatus,Goniodiscaster seriatus,Goniodiscaster seriatus,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Goniodiscaster,Western biscuit star,886.2325,2.4324,2.5882,16,,Sea stars,Echinoderms,,,POINT (0 0),1867,
1216,Cercodemas anceps,Cercodemas anceps,Cercodemas anceps,Cercodemas anceps,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cercodemas,Warty sea cucumber,468.7835,8.2569,24.1905,11,,Sea cucumbers,Echinoderms,,,POINT (0 0),1868,
1217,Unidentified limpet,Unidentified limpet,Patellid spp.,Patellid spp.,Mollusca,Gastropoda,Patellogastropoda,Patellidae,,Unidentified limpet,28.546,13.1313,2.7692,,,Sea snails and slugs,Molluscs,,,POINT (0 0),1869,
1218,Amphiprion akindynos,Amphiprion akindynos,Amphiprion akindynos,Amphiprion akindynos,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Barrier reef anemonefish,727.2725,15.4286,21.0579,9,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1870,
1219,Enneapterygius atrogulare,Enneapterygius atrogulare,Enneapterygius atrogulare,Enneapterygius atrogulare,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneapterygius,Black-throat triplefin,245.4616,31.0769,6.9805,5,Triplefins,Ray-finned fishes,Chordates,4339,Enneapterygius annulatus,POINT (0 0),1871,5191
1221,Turbo imperialis,Turbo imperialis,Turbo imperialis,Turbo imperialis,Mollusca,Gastropoda,Vetigastropoda,Turbinidae,Turbo,Turban shell,153.951,36.2416,4.2821,7.5,,Sea snails and slugs,Molluscs,,,POINT (0 0),1873,
1223,Bodianus unimaculatus,Bodianus unimaculatus,Bodianus unimaculatus,Bodianus unimaculatus,Chordata,Actinopterygii,Perciformes,Labridae,Bodianus,Red pigfish,359.4766,41.0256,1.8008,45,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),1875,
1225,Notoclinops segmentatus,Notoclinops segmentatus,Notoclinops segmentatus,Notoclinops segmentatus,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Notoclinops,Blue-eyed triplefin,170.6907,87.1429,11.7207,4.4,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),1878,
1226,Decapterus koheru,Decapterus koheru,Decapterus koheru,Decapterus koheru,Chordata,Actinopterygii,Perciformes,Carangidae,Decapterus,Koheru,137.3914,53.7879,189.2721,48,Trevallies,Ray-finned fishes,Chordates,,,POINT (0 0),1879,
1227,Forsterygion flavonigrum,Forsterygion flavonigrum,Forsterygion flavonigrum,Forsterygion flavonigrum,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Forsterygion,Yellow-black triplefin,616.7455,30,5.9766,5,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),1880,
1228,Pempheris adspersa,Pempheris adspersa,Pempheris adspersa,Pempheris adspersa,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Big-eye,120.6207,75.5725,23.4265,15,Bullseyes,Ray-finned fishes,Chordates,5124,Pempheris adspersus,POINT (0 0),1881,6179
1229,Caprodon longimanus,Caprodon longimanus,Caprodon longimanus,Caprodon longimanus,Chordata,Actinopterygii,Perciformes,Serranidae,Caprodon,Pink mao mao,252.0061,13.7405,41.12,50,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),1882,
1230,Gymnothorax nubilus,Gymnothorax nubilus,Gymnothorax nubilus,Gymnothorax nubilus,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,Grey moray,747.4841,14.902,1.1639,53.5,Moray eels,Ray-finned fishes,Chordates,,,POINT (0 0),1883,
1231,Parma alboscapularis,Parma alboscapularis,Parma alboscapularis,Parma alboscapularis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Parma,Black angel,707.6376,45.6349,3.8898,22,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1884,
1232,Pseudolabrus miles,Pseudolabrus miles,Pseudolabrus miles,Pseudolabrus miles,Chordata,Actinopterygii,Perciformes,Labridae,Pseudolabrus,Scarlet wrasse,418.6301,23.2143,2.3884,27.2,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),1885,
1233,Ruanoho whero,Ruanoho whero,Ruanoho whero,Ruanoho whero,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Ruanoho,Spectacled triplefin,158.4783,76.4286,2.9972,9,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),1886,
1234,Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,Chordata,Actinopterygii,Perciformes,Labridae,Notolabrus,Spotty,222.805,71.6418,4.9031,23.9,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),1887,
1235,Evechinus chloroticus,Evechinus chloroticus,Evechinus chloroticus,Evechinus chloroticus,Echinodermata,Echinoidea,Echinoida,Echinometridae,Evechinus,Kina (NZ sea urchin),222.9468,87.234,73.2798,17,,Sea urchins,Echinoderms,,,POINT (0 0),1888,
1236,Notoclinops yaldwyni,Notoclinops yaldwyni,Notoclinops yaldwyni,Notoclinops yaldwyni,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Notoclinops,Yaldwyns triplefin,133.1509,36.7188,5.9675,5.2,Triplefins,Ray-finned fishes,Chordates,,,POINT (0 0),1889,
1238,Cadlina nigrobranchiata,Cadlina nigrobranchiata,Cadlina nigrobranchiata,Cadlina nigrobranchiata,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Cadlina,Nudibranch,10,33.3333,1,3,,Sea snails and slugs,Molluscs,,,POINT (0 0),1891,
1240,Microcyphus annulatus,Microcyphus annulatus,Microcyphus annulatus,Microcyphus annulatus,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Microcyphus,Annula sea urchin,1371.7979,0.4762,1.5,2,,Sea urchins,Echinoderms,,,POINT (0 0),1893,
1241,Trinorfolkia clarkei,Trinorfolkia clarkei,Trinorfolkia clarkei,Trinorfolkia clarkei,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Trinorfolkia,Common threefin,772.7817,35.7188,2.1173,8,Triplefins,Ray-finned fishes,Chordates,80,Norfolkia clarkei,POINT (0 0),1894,70
1242,Pseudocaranx georgianus,Pseudocaranx georgianus,Pseudocaranx georgianus,Pseudocaranx georgianus,Chordata,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,Silver trevally,2704.2961,11.9345,17.3824,55,Trevallies,Ray-finned fishes,Chordates,845,Caranx georgianus,POINT (0 0),1895,1475
1243,Acanthurus bariene,Acanthurus bariene,Acanthurus bariene,Acanthurus bariene,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Eye spot surgeonfish,964.4025,5.6604,12.9091,50,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1896,
1244,Acanthurus leucocheilus,Acanthurus leucocheilus,Acanthurus leucocheilus,Acanthurus leucocheilus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Pale lipped surgeonfish,1451.0509,5.9339,2.7091,45,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1897,
1245,Acanthurus nigricans,Acanthurus nigricans,Acanthurus nigricans,Acanthurus nigricans,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Velvet surgeonfish,5783.353,29.7586,9.8928,21.3,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1898,
1246,Acanthurus pyroferus,Acanthurus pyroferus,Acanthurus pyroferus,Acanthurus pyroferus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Mimic surgeonfish,2911.2476,27.2671,3.3089,25,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1899,
1250,Apolemichthys trimaculatus,Apolemichthys trimaculatus,Apolemichthys trimaculatus,Apolemichthys trimaculatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Apolemichthys,Threespot angelfish,3097.612,8.2867,1.7888,26,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1903,
1252,Bodianus diana,Bodianus diana,Bodianus diana,Bodianus diana,Chordata,Actinopterygii,Perciformes,Labridae,Bodianus,Dianas pigfish,4170.612,6.4024,2.0443,25,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),1905,
1253,Bryaninops yongei,Bryaninops yongei,Bryaninops yongei,Bryaninops yongei,Chordata,Actinopterygii,Perciformes,Gobiidae,Bryaninops,Yonges whip goby,1230.1852,2.381,2.0909,3.5,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),1906,
1255,Cephalopholis cyanostigma,Cephalopholis cyanostigma,Cephalopholis cyanostigma,Cephalopholis cyanostigma,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Blue-spotted cod,1438.261,34.477,2.1851,40,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),1908,
1258,Chaetodon baronessa,Chaetodon baronessa,Chaetodon baronessa,Chaetodon baronessa,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Triangular butterflyfish,1623.7322,25.8876,2.7458,16,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1911,
1259,Chaetodon vagabundus,Chaetodon vagabundus,Chaetodon vagabundus,Chaetodon vagabundus,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Vagabond butterflyfish,2926.0789,22.2168,1.996,23,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1912,
1260,Chromis analis,Chromis analis,Chromis analis,Chromis analis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Yellow chromis,2166.8237,2.1374,83.1739,17,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1913,
1261,Cirrhitichthys falco,Cirrhitichthys falco,Cirrhitichthys falco,Cirrhitichthys falco,Chordata,Actinopterygii,Perciformes,Cirrhitidae,Cirrhitichthys,Falcon hawkfish,2223.1865,16.1111,2.5294,7,Hawkfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1914,
1262,Ctenochaetus binotatus,Ctenochaetus binotatus,Ctenochaetus binotatus,Ctenochaetus binotatus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Two-spot surgeonfish,3503.3977,30.648,10.0794,22,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1915,
1263,Ctenochaetus striatus,Ctenochaetus striatus,Ctenochaetus striatus,Ctenochaetus striatus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Fine-lined tang,4025.2122,52.6995,23.5601,26,Surgeonfishes,Ray-finned fishes,Chordates,7030,Ctenochaetus sp. [white tail],POINT (0 0),1916,6652
1264,Culcita novaeguineae,Culcita novaeguineae,Culcita novaeguineae,Culcita novaeguineae,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Culcita,Pin cushion star,3509.5137,7.6433,1.0947,25,,Sea stars,Echinoderms,,,POINT (0 0),1917,
1265,Cypraea tigris,Cypraea tigris,Cypraea tigris,Cypraea tigris,Mollusca,Gastropoda,,Cypraeidae,Cypraea,Tiger cowrie,4771.014,3.0799,1.2174,13,,Sea snails and slugs,Molluscs,,,POINT (0 0),1918,
1266,Dascyllus carneus,Dascyllus carneus,Dascyllus carneus,Dascyllus carneus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Blue-fin dascyllus,2603.9058,60,93.5366,7,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1919,
1267,Echinaster luzonicus,Echinaster luzonicus,Echinaster luzonicus,Echinaster luzonicus,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Luzons seastar,2180.1433,9.3465,2.614,20,,Sea stars,Echinoderms,,,POINT (0 0),1920,
1268,Gorgasia barnesi,Gorgasia barnesi,Gorgasia barnesi,Gorgasia barnesi,Chordata,Actinopterygii,Anguilliformes,Congridae,Gorgasia,Barnes garden eel,10,25,3,121,Conger eels,Ray-finned fishes,Chordates,,,POINT (0 0),1922,
1269,Halichoeres prosopeion,Halichoeres prosopeion,Halichoeres prosopeion,Halichoeres prosopeion,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,Two-tone wrasse,1934.9966,19.6743,3.4859,13,Wrasses,Ray-finned fishes,Chordates,,,POINT (0 0),1923,
1270,Heniochus varius,Heniochus varius,Heniochus varius,Heniochus varius,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Humphead bannerfish,2199.9382,21.7165,1.9784,19,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1924,
1271,Lutjanus fulvus,Lutjanus fulvus,Lutjanus fulvus,Lutjanus fulvus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Yellow margin snapper,3723.141,7.5094,5.2637,40,Tropical snappers,Ray-finned fishes,Chordates,,,POINT (0 0),1925,
1272,Lutjanus gibbus,Lutjanus gibbus,Lutjanus gibbus,Lutjanus gibbus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Paddletail snapper,2802.194,12.2449,24.1789,50,Tropical snappers,Ray-finned fishes,Chordates,,,POINT (0 0),1926,
1273,Macolor macularis,Macolor macularis,Macolor macularis,Macolor macularis,Chordata,Actinopterygii,Perciformes,Lutjanidae,Macolor,Midnight snapper,2146.1887,14.2491,3.3469,60,Tropical snappers,Ray-finned fishes,Chordates,,,POINT (0 0),1927,
1274,Nardoa novaecaledoniae,Nardoa novaecaledoniae,Nardoa novaecaledoniae,Nardoa novaecaledoniae,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Nardoa,New Caledonian star,1082.9591,3.7811,1.4328,18,,Sea stars,Echinoderms,,,POINT (0 0),1928,
1275,Naso lituratus,Naso lituratus,Naso lituratus,Naso lituratus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Orange spine unicornfish,3347.3623,34.7942,2.6482,46,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),1929,
1276,Odontodactylus scyllarus,Odontodactylus scyllarus,Odontodactylus scyllarus,Odontodactylus scyllarus,Arthropoda,Malacostraca,Stomatopoda,Odontodactylidae,Odontodactylus,Mantis shrimp,4366.076,2.1038,1.0811,18,,Higher crustaceans,Arthropods,,,POINT (0 0),1930,
